wavelength_nm,T,R,sigma_T,sigma_R,substrate_n
603.75,0.4289343832024498,0.3234401579254984,0.0015,0.0015,1.5
607.5,0.4481884778396749,0.3136654581630068,0.0015,0.0015,1.5
611.25,0.46665725332715763,0.3009746686874854,0.0015,0.0015,1.5
615.0,0.48555583387752643,0.28989098376902767,0.0015,0.0015,1.5
618.75,0.5092583602583498,0.2774492661641835,0.0015,0.0015,1.5
622.5,0.5252583902323557,0.2618500374553902,0.0015,0.0015,1.5
626.25,0.5487149243644088,0.25134966073451426,0.0015,0.0015,1.5
630.0,0.5676634552217718,0.24092280685913905,0.0015,0.0015,1.5
633.75,0.5865246510649655,0.22498652572603706,0.0015,0.0015,1.5
637.5,0.6130703559904848,0.20918175687295149,0.0015,0.0015,1.5
641.25,0.6300053555488696,0.1986495057119717,0.0015,0.0015,1.5
645.0,0.6492692682909055,0.18584943176709148,0.0015,0.0015,1.5
648.75,0.6743698046645997,0.17143105384825297,0.0015,0.0015,1.5
652.5,0.6897964464706007,0.15804947640819422,0.0015,0.0015,1.5
656.25,0.7091386484305483,0.1462747501543795,0.0015,0.0015,1.5
660.0,0.7292579372109187,0.13653497081596108,0.0015,0.0015,1.5
663.75,0.7423565333872197,0.1258477695188491,0.0015,0.0015,1.5
667.5,0.7583544479191441,0.11655333843138088,0.0015,0.0015,1.5
671.25,0.7757611858637483,0.10916630757480006,0.0015,0.0015,1.5
675.0,0.788950257938845,0.10286747692302399,0.0015,0.0015,1.5
678.75,0.7993179026618767,0.0948232551150043,0.0015,0.0015,1.5
682.5,0.80925610991628,0.0880960716295594,0.0015,0.0015,1.5
686.25,0.8189584839891036,0.08484260426591479,0.0015,0.0015,1.5
690.0,0.8300233147287648,0.07915299961472616,0.0015,0.0015,1.5
693.75,0.8380358229486997,0.07636307668200401,0.0015,0.0015,1.5
697.5,0.8435105235000436,0.07701403036652203,0.0015,0.0015,1.5
701.25,0.846710360477404,0.07632226485173696,0.0015,0.0015,1.5
705.0,0.8499120260781442,0.07692067882622146,0.0015,0.0015,1.5
708.75,0.8481376726669049,0.07551376675432132,0.0015,0.0015,1.5
712.5,0.8527419333800101,0.07941208740641359,0.0015,0.0015,1.5
716.25,0.8523852361705454,0.07903537933384534,0.0015,0.0015,1.5
720.0,0.8548709112374098,0.08422721434072557,0.0015,0.0015,1.5
723.75,0.851352266860192,0.08526765030575892,0.0015,0.0015,1.5
727.5,0.8501163808776231,0.0919328739105657,0.0015,0.0015,1.5
731.25,0.8478701099899761,0.0962097214199798,0.0015,0.0015,1.5
735.0,0.8454361782386249,0.09990415785791444,0.0015,0.0015,1.5
738.75,0.8423369705039915,0.10690027719163633,0.0015,0.0015,1.5
742.5,0.8411179117364612,0.11265711427374311,0.0015,0.0015,1.5
746.25,0.8360946840889976,0.11867842728062801,0.0015,0.0015,1.5
750.0,0.8301822256970612,0.12364652103500029,0.0015,0.0015,1.5
753.75,0.8238556631971715,0.13024072438107356,0.0015,0.0015,1.5
757.5,0.8228951066556627,0.13309978198849864,0.0015,0.0015,1.5
761.25,0.8166535323362629,0.14344866330069467,0.0015,0.0015,1.5
765.0,0.8103993421731424,0.14804996500949333,0.0015,0.0015,1.5
768.75,0.8042510951349707,0.15238532765374505,0.0015,0.0015,1.5
772.5,0.798291734231669,0.1603291907476978,0.0015,0.0015,1.5
776.25,0.7960890470098291,0.16542615673133224,0.0015,0.0015,1.5
780.0,0.7907810088828874,0.1737877024533604,0.0015,0.0015,1.5
783.75,0.7838433717031182,0.17999259223849684,0.0015,0.0015,1.5
787.5,0.7783841006581225,0.18603482494657891,0.0015,0.0015,1.5
791.25,0.7757850439029628,0.19019169231984168,0.0015,0.0015,1.5
795.0,0.7684926603379045,0.19781722492610387,0.0015,0.0015,1.5
798.75,0.7621435314486185,0.20653056752008098,0.0015,0.0015,1.5
802.5,0.7560609100401717,0.21181598848369027,0.0015,0.0015,1.5
806.25,0.7533757203757213,0.2155691144866631,0.0015,0.0015,1.5
810.0,0.748040984606563,0.22022634030191035,0.0015,0.0015,1.5
813.75,0.7400614376916722,0.22751583111774124,0.0015,0.0015,1.5
817.5,0.7333125685021985,0.23484856124465364,0.0015,0.0015,1.5
821.25,0.7327942475279566,0.23962918003945805,0.0015,0.0015,1.5
825.0,0.7279606786488844,0.2463896334707922,0.0015,0.0015,1.5
828.75,0.7238300827720069,0.2509898527377013,0.0015,0.0015,1.5
832.5,0.7186183721884837,0.25358642027865863,0.0015,0.0015,1.5
836.25,0.7102707801395421,0.2608385987625587,0.0015,0.0015,1.5
840.0,0.7101878503166498,0.2632719550398535,0.0015,0.0015,1.5
843.75,0.7035143144291042,0.27044296913305255,0.0015,0.0015,1.5
847.5,0.7020978805617458,0.27595315231412015,0.0015,0.0015,1.5
851.25,0.696108337278597,0.28093754818279315,0.0015,0.0015,1.5
855.0,0.6909929788802955,0.2854448437434714,0.0015,0.0015,1.5
858.75,0.6857793353550473,0.289995106162207,0.0015,0.0015,1.5
862.5,0.6828043716186453,0.29394898740757885,0.0015,0.0015,1.5
866.25,0.6803370519788248,0.2984547703533202,0.0015,0.0015,1.5
870.0,0.6757961006598517,0.29984439636367316,0.0015,0.0015,1.5
873.75,0.674293201250589,0.3063719439443816,0.0015,0.0015,1.5
877.5,0.6688064978129293,0.30977313895787145,0.0015,0.0015,1.5
881.25,0.6659163528369336,0.31358900576433585,0.0015,0.0015,1.5
885.0,0.6609799943093675,0.3196728035257981,0.0015,0.0015,1.5
888.75,0.6576884271053796,0.32204589082908547,0.0015,0.0015,1.5
892.5,0.6546486461985148,0.32397877615857446,0.0015,0.0015,1.5
896.25,0.6509524494688659,0.32925961277223015,0.0015,0.0015,1.5
900.0,0.6509829118841974,0.3293459995384957,0.0015,0.0015,1.5
903.75,0.648746418121508,0.33527925518909685,0.0015,0.0015,1.5
907.5,0.6426661560633005,0.335524822121531,0.0015,0.0015,1.5
911.25,0.6402175049858717,0.3423831889457992,0.0015,0.0015,1.5
915.0,0.6400060783181741,0.3466436286434817,0.0015,0.0015,1.5
918.75,0.6363348287687731,0.346996576696699,0.0015,0.0015,1.5
922.5,0.6340544641463481,0.3487528080878287,0.0015,0.0015,1.5
926.25,0.6287445072860763,0.3499591827315432,0.0015,0.0015,1.5
930.0,0.6308873246238942,0.3562180330905659,0.0015,0.0015,1.5
933.75,0.6262006197410005,0.3574521636070676,0.0015,0.0015,1.5
937.5,0.6238519312934866,0.3602396335201154,0.0015,0.0015,1.5
941.25,0.6206686178241734,0.3636686237604318,0.0015,0.0015,1.5
945.0,0.6187550990703911,0.36403373077030876,0.0015,0.0015,1.5
948.75,0.6167097494063429,0.36836625746642315,0.0015,0.0015,1.5
952.5,0.6143909046053752,0.37278658816256577,0.0015,0.0015,1.5
956.25,0.6132574892243052,0.37124534001158466,0.0015,0.0015,1.5
960.0,0.6121838104126652,0.37409405489304653,0.0015,0.0015,1.5
963.75,0.6081560648210096,0.3772954167631113,0.0015,0.0015,1.5
967.5,0.6069711022506036,0.37901456562224184,0.0015,0.0015,1.5
971.25,0.6066714541388031,0.3790611659367776,0.0015,0.0015,1.5
975.0,0.6045582712678691,0.38151358926779755,0.0015,0.0015,1.5
978.75,0.60694296323828,0.38230473515620306,0.0015,0.0015,1.5
982.5,0.599104566292453,0.3865291037499681,0.0015,0.0015,1.5
986.25,0.600034519721023,0.3841972649541474,0.0015,0.0015,1.5
990.0,0.5970409777823834,0.38891944153075564,0.0015,0.0015,1.5
993.75,0.5958193198457579,0.38884591374778454,0.0015,0.0015,1.5
997.5,0.5944698861550969,0.3910014383329998,0.0015,0.0015,1.5
1001.25,0.5930760444546533,0.3912777251867592,0.0015,0.0015,1.5
1005.0,0.593069146892596,0.39551525013563604,0.0015,0.0015,1.5
1008.75,0.5911094924700319,0.39865740146594636,0.0015,0.0015,1.5
1012.5,0.5908956400645096,0.4001155641135426,0.0015,0.0015,1.5
1016.25,0.5926051734419399,0.3975740685990036,0.0015,0.0015,1.5
1020.0,0.5885628786493121,0.402338689831071,0.0015,0.0015,1.5
1023.75,0.5858242861056551,0.4031913453709094,0.0015,0.0015,1.5
1027.5,0.5868535370788603,0.40413872002931717,0.0015,0.0015,1.5
1031.25,0.579523394080726,0.4059716330381804,0.0015,0.0015,1.5
1035.0,0.5849195124867369,0.40685418947383717,0.0015,0.0015,1.5
1038.75,0.5846800805919827,0.40258306338939964,0.0015,0.0015,1.5
1042.5,0.5810477223688199,0.40970880911904495,0.0015,0.0015,1.5
1046.25,0.5806291000585457,0.409816532335488,0.0015,0.0015,1.5
1050.0,0.5789060667633317,0.4090694043704659,0.0015,0.0015,1.5
1053.75,0.5768119638799099,0.40891905572921033,0.0015,0.0015,1.5
1057.5,0.5785264824617582,0.4112495261294614,0.0015,0.0015,1.5
1061.25,0.5774515948702181,0.4137415528732518,0.0015,0.0015,1.5
1065.0,0.5753288045116776,0.4149928869258795,0.0015,0.0015,1.5
1068.75,0.5771940018304742,0.4139809414905934,0.0015,0.0015,1.5
1072.5,0.5730590647624123,0.4160182666785758,0.0015,0.0015,1.5
1076.25,0.5754632068704952,0.41609487655205346,0.0015,0.0015,1.5
1080.0,0.5744611102885587,0.418229977676921,0.0015,0.0015,1.5
1083.75,0.5735445279991231,0.4161363438761386,0.0015,0.0015,1.5
1087.5,0.5728568396742276,0.42002342994713954,0.0015,0.0015,1.5
1091.25,0.5721331366772857,0.42140421392338384,0.0015,0.0015,1.5
1095.0,0.5690961057012691,0.42255664904149937,0.0015,0.0015,1.5
1098.75,0.5671649217720726,0.4225854060179623,0.0015,0.0015,1.5
1102.5,0.570026118907115,0.4230356256576099,0.0015,0.0015,1.5
1106.25,0.5718903489763677,0.4216863080209458,0.0015,0.0015,1.5
1110.0,0.5694585619532392,0.421634796337819,0.0015,0.0015,1.5
1113.75,0.5694071849300625,0.42314137479579217,0.0015,0.0015,1.5
1117.5,0.5689719038248409,0.4234960260651319,0.0015,0.0015,1.5
1121.25,0.568578773565922,0.4238453479847589,0.0015,0.0015,1.5
1125.0,0.5681516872323561,0.42419196279375454,0.0015,0.0015,1.5
1128.75,0.5682605085969796,0.42393485181231133,0.0015,0.0015,1.5
1132.5,0.5639542585938291,0.4261674423840833,0.0015,0.0015,1.5
1136.25,0.5668519681678709,0.425062588493007,0.0015,0.0015,1.5
1140.0,0.5641750296594716,0.4276549528696331,0.0015,0.0015,1.5
1143.75,0.5677148026487245,0.4258726411335564,0.0015,0.0015,1.5
1147.5,0.5635374816950549,0.4249526095621409,0.0015,0.0015,1.5
1151.25,0.5645138815627867,0.42749604093536525,0.0015,0.0015,1.5
1155.0,0.5664272825774505,0.4280356593837793,0.0015,0.0015,1.5
1158.75,0.5647546295806454,0.4250499482771559,0.0015,0.0015,1.5
1162.5,0.5658015861512284,0.426686866618081,0.0015,0.0015,1.5
1166.25,0.563342504162057,0.42612027707288636,0.0015,0.0015,1.5
1170.0,0.568655638545848,0.4285351109581281,0.0015,0.0015,1.5
1173.75,0.564501097200464,0.42920831626281636,0.0015,0.0015,1.5
1177.5,0.5626994275115795,0.42668505147627817,0.0015,0.0015,1.5
1181.25,0.5658782041251269,0.42661031126876753,0.0015,0.0015,1.5
1185.0,0.563448246824791,0.42707240481491565,0.0015,0.0015,1.5
1188.75,0.5644642693119601,0.4285764845488803,0.0015,0.0015,1.5
1192.5,0.5641498061249589,0.42894975291449017,0.0015,0.0015,1.5
1196.25,0.564704619200967,0.42899534104285003,0.0015,0.0015,1.5
1200.0,0.5642341553466804,0.42824094853521516,0.0015,0.0015,1.5
