wavelength_nm,T,R,sigma_T,sigma_R,substrate_n
423.75,0.0025706075914297666,0.2465408920545498,0.0015,0.0015,1.5
427.5,0.0,0.2437592269556621,0.0015,0.0015,1.5
431.25,0.002397449470128706,0.2440822097171375,0.0015,0.0015,1.5
435.0,0.0,0.2359152868438817,0.0015,0.0015,1.5
438.75,0.003336388122456806,0.23292893948107748,0.0015,0.0015,1.5
442.5,0.002627910879066087,0.232520426976157,0.0015,0.0015,1.5
446.25,0.0024566487340837557,0.22982940951453587,0.0015,0.0015,1.5
450.0,0.0023090723524234217,0.2235728123167817,0.0015,0.0015,1.5
453.75,0.006920424495335701,0.22038000294171065,0.0015,0.0015,1.5
457.5,0.008519078427552196,0.21717623673006606,0.0015,0.0015,1.5
461.25,0.012704152565410453,0.21997914063226037,0.0015,0.0015,1.5
465.0,0.013840498046276899,0.21872147299641476,0.0015,0.0015,1.5
468.75,0.02255553269651345,0.21569814136596005,0.0015,0.0015,1.5
472.5,0.03198933454293966,0.20467406056961338,0.0015,0.0015,1.5
476.25,0.04391287679131953,0.19552542113475635,0.0015,0.0015,1.5
480.0,0.05445461161570985,0.1908961654069417,0.0015,0.0015,1.5
483.75,0.0701264596624173,0.20008849307184373,0.0015,0.0015,1.5
487.5,0.09035150684965008,0.21678247963323397,0.0015,0.0015,1.5
491.25,0.10830997920627342,0.22540430048489246,0.0015,0.0015,1.5
495.0,0.13301595310185105,0.22207915193181382,0.0015,0.0015,1.5
498.75,0.16128288780794148,0.20309158859670057,0.0015,0.0015,1.5
502.5,0.20007304541854062,0.1652163397147441,0.0015,0.0015,1.5
506.25,0.23796532869031564,0.14018350168460336,0.0015,0.0015,1.5
510.0,0.271638418869477,0.14273449374983657,0.0015,0.0015,1.5
513.75,0.29526087797380923,0.1783514823166583,0.0015,0.0015,1.5
517.5,0.31328205270159415,0.22819787884455786,0.0015,0.0015,1.5
521.25,0.326008040623465,0.2650087682363845,0.0015,0.0015,1.5
525.0,0.349145379765818,0.279564173196425,0.0015,0.0015,1.5
528.75,0.38659366609938756,0.2654788296264976,0.0015,0.0015,1.5
532.5,0.4387561063570105,0.22187482961327548,0.0015,0.0015,1.5
536.25,0.4999746898922172,0.1674196547558068,0.0015,0.0015,1.5
540.0,0.5590125566777957,0.11165832600512321,0.0015,0.0015,1.5
543.75,0.5998017441990522,0.0860202376473159,0.0015,0.0015,1.5
547.5,0.6086725436195058,0.10418108661897907,0.0015,0.0015,1.5
551.25,0.5948815471333277,0.15375025848723145,0.0015,0.0015,1.5
555.0,0.5727595799881825,0.2140461506849256,0.0015,0.0015,1.5
558.75,0.546636632778941,0.25992285922842107,0.0015,0.0015,1.5
562.5,0.5328537957740447,0.29304401226418153,0.0015,0.0015,1.5
566.25,0.5287750589988394,0.30591969823146986,0.0015,0.0015,1.5
570.0,0.5416665133761572,0.30318279237166396,0.0015,0.0015,1.5
573.75,0.5623460847955947,0.2814250493197795,0.0015,0.0015,1.5
577.5,0.597579066790262,0.24574377716045975,0.0015,0.0015,1.5
581.25,0.6395092480891443,0.19981772436784048,0.0015,0.0015,1.5
585.0,0.6834145239698463,0.14949492848684312,0.0015,0.0015,1.5
588.75,0.7235076855130889,0.11038811054909506,0.0015,0.0015,1.5
592.5,0.7502499382510718,0.08337151454290179,0.0015,0.0015,1.5
596.25,0.7597107895511203,0.08018031752344536,0.0015,0.0015,1.5
600.0,0.7502806686699104,0.09541245245565583,0.0015,0.0015,1.5
603.75,0.7279538840455672,0.12679975458762374,0.0015,0.0015,1.5
607.5,0.7004733664542577,0.16722942566631865,0.0015,0.0015,1.5
611.25,0.6705959209072474,0.205657171205339,0.0015,0.0015,1.5
615.0,0.6438649832922015,0.24155137879758082,0.0015,0.0015,1.5
618.75,0.627266977928951,0.2690337065243058,0.0015,0.0015,1.5
622.5,0.60961174547068,0.2849578949788088,0.0015,0.0015,1.5
626.25,0.6065644827465468,0.2971838763717541,0.0015,0.0015,1.5
630.0,0.6062107160882677,0.3008065734599226,0.0015,0.0015,1.5
633.75,0.6127569750677552,0.2906505103448009,0.0015,0.0015,1.5
637.5,0.6335570986224275,0.2729811930002981,0.0015,0.0015,1.5
641.25,0.6506624948360094,0.2538186805397194,0.0015,0.0015,1.5
645.0,0.6750393155514826,0.22685370252023418,0.0015,0.0015,1.5
648.75,0.7088070052910483,0.19442559881326255,0.0015,0.0015,1.5
652.5,0.7346026041890448,0.16139035920890454,0.0015,0.0015,1.5
656.25,0.763759436680566,0.1309548687772311,0.0015,0.0015,1.5
660.0,0.7907003822847862,0.10636155638722299,0.0015,0.0015,1.5
663.75,0.8053847843564439,0.08718578022372478,0.0015,0.0015,1.5
667.5,0.816130866024017,0.07756600745417983,0.0015,0.0015,1.5
671.25,0.8208410471723687,0.07866750075644273,0.0015,0.0015,1.5
675.0,0.8143908174666873,0.08906579938705139,0.0015,0.0015,1.5
678.75,0.7996129039946528,0.10428058948570407,0.0015,0.0015,1.5
682.5,0.7808833965705546,0.12511970656506027,0.0015,0.0015,1.5
686.25,0.7605004264888625,0.15135142117395298,0.0015,0.0015,1.5
690.0,0.7419671847590705,0.17490841811789054,0.0015,0.0015,1.5
693.75,0.7224016566959675,0.19939770999677248,0.0015,0.0015,1.5
697.5,0.7034320460827618,0.22411102857755258,0.0015,0.0015,1.5
701.25,0.6860507154609129,0.2434512908844586,0.0015,0.0015,1.5
705.0,0.6729523437261689,0.2595883645429531,0.0015,0.0015,1.5
708.75,0.6593453128164694,0.269022389894005,0.0015,0.0015,1.5
712.5,0.6566082697895469,0.2790391204577909,0.0015,0.0015,1.5
716.25,0.6533163668296004,0.28015339265656736,0.0015,0.0015,1.5
720.0,0.6571141775438617,0.2823837514538157,0.0015,0.0015,1.5
723.75,0.6589436340219745,0.276241949033722,0.0015,0.0015,1.5
727.5,0.666836700860778,0.27178278537127015,0.0015,0.0015,1.5
731.25,0.6772012492543918,0.26131875858104114,0.0015,0.0015,1.5
735.0,0.6905107696588964,0.24703545728004872,0.0015,0.0015,1.5
738.75,0.705878276660716,0.2332612142409681,0.0015,0.0015,1.5
742.5,0.7253691945448741,0.21597510916247434,0.0015,0.0015,1.5
746.25,0.7427407311230642,0.19728492714411522,0.0015,0.0015,1.5
750.0,0.760269257719694,0.17656227231680088,0.0015,0.0015,1.5
753.75,0.7777194004165541,0.1572516327834024,0.0015,0.0015,1.5
757.5,0.8001095982490758,0.13480966395008384,0.0015,0.0015,1.5
761.25,0.816014464401188,0.12129409873442469,0.0015,0.0015,1.5
765.0,0.8299539335715234,0.10426434070113066,0.0015,0.0015,1.5
768.75,0.8413818153898485,0.08990458877483032,0.0015,0.0015,1.5
772.5,0.8498533030473799,0.08264035201252101,0.0015,0.0015,1.5
776.25,0.8585890114540529,0.07636958177122516,0.0015,0.0015,1.5
780.0,0.8605859957755648,0.07733295728973757,0.0015,0.0015,1.5
783.75,0.8573882648506616,0.08001273428286661,0.0015,0.0015,1.5
787.5,0.8523613328835001,0.08610379003056508,0.0015,0.0015,1.5
791.25,0.847295796734185,0.09342419819375526,0.0015,0.0015,1.5
795.0,0.8351494439573116,0.10676211010122497,0.0015,0.0015,1.5
798.75,0.8221220680221114,0.12311926835867974,0.0015,0.0015,1.5
802.5,0.8081063709388084,0.1373601911165691,0.0015,0.0015,1.5
806.25,0.7967729383700514,0.15079680120421116,0.0015,0.0015,1.5
810.0,0.7825600497833689,0.16534367733308025,0.0015,0.0015,1.5
813.75,0.765889613239291,0.18228300679891904,0.0015,0.0015,1.5
817.5,0.7509815847406867,0.1986598286795017,0.0015,0.0015,1.5
821.25,0.7431095820228336,0.21159007765593407,0.0015,0.0015,1.5
825.0,0.7319370204105099,0.22538699161780448,0.0015,0.0015,1.5
828.75,0.7226351576043556,0.23575237912524033,0.0015,0.0015,1.5
832.5,0.7135258020810472,0.24273526534064435,0.0015,0.0015,1.5
836.25,0.7026216468230381,0.2529283603699042,0.0015,0.0015,1.5
840.0,0.7013600446506485,0.25682319127374653,0.0015,0.0015,1.5
843.75,0.6948984710113334,0.2639675687874032,0.0015,0.0015,1.5
847.5,0.6950786204600365,0.2679739756208943,0.0015,0.0015,1.5
851.25,0.6920495908585856,0.27000368197714847,0.0015,0.0015,1.5
855.0,0.6912262775974319,0.2701436778985549,0.0015,0.0015,1.5
858.75,0.6915941081951529,0.26896227188500826,0.0015,0.0015,1.5
862.5,0.6954394361310686,0.26587702644578404,0.0015,0.0015,1.5
866.25,0.7009726400724645,0.2621012390741523,0.0015,0.0015,1.5
870.0,0.7055459013191011,0.25403995406785845,0.0015,0.0015,1.5
873.75,0.7141960362780588,0.2500288300915619,0.0015,0.0015,1.5
877.5,0.719817375123006,0.24189430626068348,0.0015,0.0015,1.5
881.25,0.7288967679765564,0.23327804168240399,0.0015,0.0015,1.5
885.0,0.7366874776419344,0.22614463837006246,0.0015,0.0015,1.5
888.75,0.7467654630230944,0.21463815472154238,0.0015,0.0015,1.5
892.5,0.7576112213384762,0.20216352993995332,0.0015,0.0015,1.5
896.25,0.7681786160875667,0.19265504285767224,0.0015,0.0015,1.5
900.0,0.7827018742273109,0.1777275400599634,0.0015,0.0015,1.5
903.75,0.7950287548088671,0.16858949198662698,0.0015,0.0015,1.5
907.5,0.8034158687640793,0.15388145423413516,0.0015,0.0015,1.5
911.25,0.8151666202426899,0.14608428752400124,0.0015,0.0015,1.5
915.0,0.8287125129765993,0.13616945346182083,0.0015,0.0015,1.5
918.75,0.8381841504583042,0.12300729658394625,0.0015,0.0015,1.5
922.5,0.8482660321959257,0.11208162799710916,0.0015,0.0015,1.5
926.25,0.8543822693066556,0.10160060338028368,0.0015,0.0015,1.5
930.0,0.8668752815242412,0.09731124637539414,0.0015,0.0015,1.5
933.75,0.8713426777418156,0.08925989638298935,0.0015,0.0015,1.5
937.5,0.8768555612401403,0.0841230645175075,0.0015,0.0015,1.5
941.25,0.8801714711124113,0.0810592803907263,0.0015,0.0015,1.5
945.0,0.8833535162000405,0.07640349251956853,0.0015,0.0015,1.5
948.75,0.8849879661219122,0.07719672503061063,0.0015,0.0015,1.5
952.5,0.8849497263339845,0.07953910764935591,0.0015,0.0015,1.5
956.25,0.8847412692426442,0.07733289776489298,0.0015,0.0015,1.5
960.0,0.88330472050393,0.08085609229575555,0.0015,0.0015,1.5
963.75,0.8777148683840565,0.08597637805269558,0.0015,0.0015,1.5
967.5,0.8738739016353381,0.09074671430513388,0.0015,0.0015,1.5
971.25,0.8699421572283779,0.09485191759373991,0.0015,0.0015,1.5
975.0,0.8633467802817754,0.10223733839652988,0.0015,0.0015,1.5
978.75,0.8605293104108481,0.1086989229722892,0.0015,0.0015,1.5
982.5,0.8468993930550094,0.1191940962927357,0.0015,0.0015,1.5
986.25,0.8415764126626668,0.1235994918985942,0.0015,0.0015,1.5
990.0,0.8319912372089117,0.13539718410058044,0.0015,0.0015,1.5
993.75,0.8239547515323715,0.1426171180714451,0.0015,0.0015,1.5
997.5,0.8156741833305015,0.1521729583371084,0.0015,0.0015,1.5
1001.25,0.8073302758138262,0.15985545535386084,0.0015,0.0015,1.5
1005.0,0.8004417978814169,0.17141468222941605,0.0015,0.0015,1.5
1008.75,0.7917464302880731,0.18171422114329058,0.0015,0.0015,1.5
1012.5,0.7850102950264164,0.190095985674164,0.0015,0.0015,1.5
1016.25,0.7804691557702074,0.19418468355718962,0.0015,0.0015,1.5
1020.0,0.7704971838271956,0.20523567408184804,0.0015,0.0015,1.5
1023.75,0.7621911854084527,0.2119889286660518,0.0015,0.0015,1.5
1027.5,0.7580492034116615,0.21841686975063976,0.0015,0.0015,1.5
1031.25,0.7459712764987353,0.22528294222609005,0.0015,0.0015,1.5
1035.0,0.7470644449210991,0.2307299876757986,0.0015,0.0015,1.5
1038.75,0.7429830902064261,0.23053878937611053,0.0015,0.0015,1.5
1042.5,0.7359814893725612,0.2412486982229239,0.0015,0.0015,1.5
1046.25,0.7326740124560248,0.24443767941635205,0.0015,0.0015,1.5
1050.0,0.7285468092863764,0.24626526741624105,0.0015,0.0015,1.5
1053.75,0.7245345792186597,0.24818246591019566,0.0015,0.0015,1.5
1057.5,0.7248158440410293,0.25207526862823043,0.0015,0.0015,1.5
1061.25,0.7227892331193894,0.25562857972600445,0.0015,0.0015,1.5
1065.0,0.7201910323049691,0.25744621899910136,0.0015,0.0015,1.5
1068.75,0.7220502891150617,0.2565133120082457,0.0015,0.0015,1.5
1072.5,0.718370617036462,0.2581515537260742,0.0015,0.0015,1.5
1076.25,0.7216817069027,0.2573613669375669,0.0015,0.0015,1.5
1080.0,0.7220275871364948,0.25817349957855984,0.0015,0.0015,1.5
1083.75,0.722888321891551,0.2543133009392633,0.0015,0.0015,1.5
1087.5,0.7243946356195461,0.25600376497077304,0.0015,0.0015,1.5
1091.25,0.7262680437236886,0.25477232600926003,0.0015,0.0015,1.5
1095.0,0.7262167626019534,0.25291228407297567,0.0015,0.0015,1.5
1098.75,0.7276446134126049,0.2495445365745067,0.0015,0.0015,1.5
1102.5,0.7342218912518076,0.24623133293130042,0.0015,0.0015,1.5
1106.25,0.7401421135091864,0.24076967495898335,0.0015,0.0015,1.5
1110.0,0.7420881836497519,0.23627581806385833,0.0015,0.0015,1.5
1113.75,0.7467175507206009,0.233029889340845,0.0015,0.0015,1.5
1117.5,0.7512459713111445,0.22834266554866145,0.0015,0.0015,1.5
1121.25,0.7560786024430306,0.22338250761826384,0.0015,0.0015,1.5
1125.0,0.7611174584463696,0.21817478243007174,0.0015,0.0015,1.5
1128.75,0.766909538730499,0.21214220224067623,0.0015,0.0015,1.5
1132.5,0.7684800192991262,0.20840290618895946,0.0015,0.0015,1.5
1136.25,0.7774231226389182,0.20115542307836015,0.0015,0.0015,1.5
1140.0,0.7809345001155772,0.19746102123254078,0.0015,0.0015,1.5
1143.75,0.7907788845545273,0.1892752941926979,0.0015,0.0015,1.5
1147.5,0.7929950219186865,0.18186350235405266,0.0015,0.0015,1.5
1151.25,0.8004255388255911,0.17785586383590937,0.0015,0.0015,1.5
1155.0,0.8088248893232307,0.171814764746385,0.0015,0.0015,1.5
1158.75,0.8136406747388465,0.162248852555179,0.0015,0.0015,1.5
1162.5,0.8211488381400243,0.15733660820328937,0.0015,0.0015,1.5
1166.25,0.8250937928343965,0.15028261077554997,0.0015,0.0015,1.5
1170.0,0.8367238135959091,0.14630252130460547,0.0015,0.0015,1.5
1173.75,0.8387691788052017,0.14070383360765704,0.0015,0.0015,1.5
1177.5,0.8430209626855715,0.13206185731322623,0.0015,0.0015,1.5
1181.25,0.8520778394394494,0.12605112205411748,0.0015,0.0015,1.5
1185.0,0.855322524826588,0.12078862704081429,0.0015,0.0015,1.5
1188.75,0.8617826522468958,0.11680713765428254,0.0015,0.0015,1.5
1192.5,0.8666559264973018,0.11196016080690105,0.0015,0.0015,1.5
1196.25,0.8721177524123401,0.10707559741424022,0.0015,0.0015,1.5
1200.0,0.8762509052571572,0.10170416566417217,0.0015,0.0015,1.5
